Monetary,Frequency,Recency,monetary_score,frequency_score,recency_score,rfm_score,cust_no
435187.77,9.0,2,4,4,4,12,0xb2d0e9a6
106005.74,2.0,77,3,3,1,7,0xb2d65c64d
959849.63,2.0,20,4,3,2,9,0xb2d067bd
100004.52,2.0,70,3,3,1,7,0x3b9b418c
150001.58,2.0,27,3,3,2,8,0xb2d94102d
379056.96,11.0,18,4,4,2,10,0xb2d40ff7
61.99,1.0,14,1,2,3,6,0xb2d62f5e
26063.57,1.0,174,2,2,1,5,0xb2d63320
300874.89,4.0,34,4,4,2,10,0xb2d6b15fd
348853.2,3.0,18,4,4,2,10,0xb2d2f191d
120044.97,3.0,122,3,4,1,8,0xb2d25a2cd
140026.66,4.0,0,3,4,4,11,0xb2d1c752
10184.28,1.0,184,2,2,1,5,0xb2d2535bd
843933.17,7.0,11,4,4,3,11,0xb2d24812d
21261.96,1.0,0,2,2,4,8,0xb2d34c1f
1011.86,1.0,184,1,2,1,4,0xb2d3d52b
218.58,1.0,9,1,2,3,6,0xb2d6de67d
1000096.79,3.0,13,4,4,3,11,0xb2d1be5d
311828.56,4.0,167,4,4,1,9,0xb2d45f57d
0.09,1.0,7,1,2,3,6,0xb2d56230
70034.66,3.0,179,3,4,1,8,0xb2d0754b
0.0,1.0,7,1,2,3,6,0xb2d9461cd
200002.11,2.0,83,3,3,1,7,0xb2d8d010d
1581114.75,11.0,18,4,4,2,10,0xb2d0a1b9d
300000.18,2.0,21,3,3,2,8,0xb2d6f1e2
0.35,1.0,5,1,2,3,6,0xb2d3776b
244002.29,2.0,6,3,3,3,9,0xb2d6a351
2749.7,4.0,0,1,4,4,9,0x3b9af0e4
4908406.63,9.0,10,4,4,3,11,0xb2d245ded
3065.73,1.0,29,2,2,2,6,0xb2d9d03f
6246.01,1.0,10,2,2,3,7,0xb2d94026
598.89,1.0,2,1,2,4,7,0xb2d290b4
2397569.03,13.0,0,4,4,4,12,0xb2d17c8ad
350003.17,3.0,1,4,4,4,12,0xb2d783e7
979378.08,1.0,184,4,2,1,7,0xb2d1c6e4
108959.48,2.0,62,3,3,2,8,0xb2d2ad8b
30.83,1.0,14,1,2,3,6,0xb2d78dc5
3803.8,1.0,0,2,2,4,8,0xb2d26da6d
105917.72,2.0,27,3,3,2,8,0xb2d4ff64
14913.01,1.0,0,2,2,4,8,0xb2d6ab8bd
80362.32,6.0,149,3,4,1,8,0xb2d16ba8
25299.3,1.0,0,2,2,4,8,0xb2d8cee3d
5176.64,1.0,66,2,2,2,6,0xb2d64630
7093.63,1.0,14,2,2,3,7,0xb2d70581d
200077.31,3.0,119,3,4,1,8,0xb2d90cd8d
409071.94,3.0,116,4,4,1,9,0xb2d5177ad
320004.82,4.0,12,4,4,3,11,0xb2d8c788
400000.0,4.0,0,4,4,4,12,0xb2d10f85d
553082.35,11.0,1,4,4,4,12,0xb2d220d3
90003.12,11.0,11,3,4,3,10,0xb2d157f1d
52969.65,2.0,104,3,3,1,7,0xb2d4eb47
114302.07,4.0,27,3,4,2,9,0xb2d1030fd
110652.21,4.0,19,3,4,2,9,0xb2d1db83
3000007.19,4.0,2,4,4,4,12,0xb2d6bd20
3.2,1.0,38,1,2,2,5,0xb2d527c6
123.18,1.0,40,1,2,2,5,0xb2d695eed
24000.0,3.0,5,2,4,3,9,0xb2d46ffa
600055.42,6.0,0,4,4,4,12,0xb2d93c88d
200000.0,7.0,4,3,4,4,11,0xb2d65104
103175.3,7.0,49,3,4,2,9,0xb2d2d7df
62.95,1.0,1,1,2,4,7,0xb2d6b103
543680.04,8.0,6,4,4,3,11,0xb2d424c4d
650048.44,4.0,11,4,4,3,11,0xb2d24675d
139.15,1.0,10,1,2,3,6,0xb2d4f52e
164586.31,2.0,0,3,3,4,10,0xb2d29820d
125578.14,3.0,3,3,4,4,11,0xb2d39e0e
311585.04,6.0,0,4,4,4,12,0xb2d3bcb4d
553737.59,8.0,3,4,4,4,12,0xb2d15fcdd
2329.96,1.0,8,1,2,3,6,0xb2d6c259
1156.27,1.0,92,1,2,1,4,0xb2d580ded
24.13,2.0,1,1,3,4,8,0xb2d4ac7c
860061.05,2.0,19,4,3,2,9,0xb2d92b8d
49486.16,1.0,7,2,2,3,7,0xb2d8d8fc
510079.73,4.0,80,4,4,1,9,0xb2d594aad
21042.91,1.0,0,2,2,4,8,0xb2d571b7
500011.55,3.0,0,4,4,4,12,0xb2da0381
124131.69,6.0,5,3,4,3,10,0xb2d5e046
150006.33,2.0,42,3,3,2,8,0xb2d9e5f6
98618.78,4.0,0,3,4,4,11,0xb2d54e36
3262.1,1.0,92,2,2,1,5,0xb2d2c100
5.25,1.0,10,1,2,3,6,0xb2d6f4f2d
7285.17,1.0,93,2,2,1,5,0xb2d5962b
2.97,1.0,35,1,2,2,5,0xb2d43fe4d
549.21,1.0,1,1,2,4,7,0xb2d78d24d
3894.24,1.0,10,2,2,3,7,0xb2d8e316
7.03,1.0,16,1,2,2,5,0xb2d46ec4
424274.77,4.0,79,4,4,1,9,0xb2d18dc5
559724.67,10.0,0,4,4,4,12,0xb2d192ac
871.11,1.0,73,1,2,1,4,0xb2d70170
100004.22,2.0,14,3,3,3,9,0xb2da35ea
454067.88,4.0,0,4,4,4,12,0xb2d69430
389911.58,3.0,122,4,4,1,9,0xb2d1801cd
300009.55,1.0,0,3,2,4,9,0xb2d65af6d
30.72,1.0,90,1,2,1,4,0xb2d85b22
210680.63,2.0,75,3,3,1,7,0xb2d5890c
870000.0,2.0,18,4,3,2,9,0xb2da2e66
220000.0,2.0,12,3,3,3,9,0xb2d964df
132726.44,2.0,92,3,3,1,7,0xb2d0f92a
202948.3,2.0,70,3,3,1,7,0xb2d59917d
20086.66,2.0,66,2,3,2,7,0xb2d630e5
583187.0,8.0,55,4,4,2,10,0xb2d4eb65d
150.64,2.0,31,1,3,2,6,0xb2d68458
0.53,1.0,13,1,2,3,6,0xb2d95d3bd
54499.65,2.0,4,3,3,4,10,0xb2d67dbdd
3221.77,1.0,7,2,2,3,7,0xb2d3904f
3.38,1.0,6,1,2,3,6,0xb2d9671dd
640064.5,9.0,34,4,4,2,10,0xb2d5cc8dd
475959.01,4.0,3,4,4,4,12,0xb2d2bb9d
70101.05,4.0,7,3,4,3,10,0xb2d95ea3d
100008.65,2.0,22,3,3,2,8,0xb2d9c347
1721.51,3.0,55,1,4,2,7,0x3b9b2d3b
245046.44,1.0,7,3,2,3,8,0xb2d91412
200000.0,2.0,21,3,3,2,8,0xb2d9519c
12878.51,2.0,8,2,3,3,8,0xb2d58919
655493.22,6.0,1,4,4,4,12,0xb2d5d5c6d
3412.76,1.0,31,2,2,2,6,0xb2d65357d
399.92,1.0,18,1,2,2,5,0xb2d25bb5
53762.37,1.0,0,3,2,4,9,0xb2d29151d
501054.23,3.0,7,4,4,3,11,0xb2d92a44d
99.57,1.0,47,1,2,2,5,0xb2d8e09f
200120.97,5.0,4,3,4,4,11,0xb2d5bf21
45090.39,1.0,10,2,2,3,7,0xb2d41577
200658.21,2.0,0,3,3,4,10,0xb2d9d780
212371.68,2.0,6,3,3,3,9,0xb2d489d6d
78408.42,1.0,3,3,2,4,9,0xb2d0f161
600.71,3.0,0,1,4,4,9,0x3b9b30cb
406158.86,1.0,5,4,2,3,9,0xb2d6d9dfd
83097.21,2.0,0,3,3,4,10,0xb2d99904
31334.43,1.0,4,2,2,4,8,0xb2d78274
1100011.02,10.0,11,4,4,3,11,0xb2d1a193d
92412.45,1.0,0,3,2,4,9,0xb2d59e4c
1403.58,1.0,12,1,2,3,6,0xb2d68e9f
456.67,1.0,15,1,2,3,6,0xb2d6c00dd
835009.3,6.0,3,4,4,4,12,0xb2d69cc5
362023.94,4.0,5,4,4,3,11,0xb2d3a816d
4501121.12,1.0,4,4,2,4,10,0xb2d42515
1187183.61,5.0,12,4,4,3,11,0xb2d3317d
89135.54,7.0,0,3,4,4,11,0x3b9af6ab
167013.36,5.0,14,3,4,3,10,0xb2d5ac62
917.6,1.0,28,1,2,2,5,0xb2d4f7fd
58554.72,1.0,2,3,2,4,9,0xb2d31309d
929750.95,1.0,1,4,2,4,10,0xb2d8fc50
1000054.09,3.0,167,4,4,1,9,0xb2d3f77dd
78162.81,2.0,10,3,3,3,9,0xb2d28af3
323.92,1.0,18,1,2,2,5,0xb2d68aef
85086.12,3.0,14,3,4,3,10,0xb2d5cb78
288408.78,5.0,3,3,4,4,11,0xb2d08f55d
55203.06,4.0,39,3,4,2,9,0xb2d60343d
359.98,1.0,77,1,2,1,4,0xb2d63754
410345.79,2.0,12,4,3,3,10,0xb2d2a4ae
1394.44,1.0,3,1,2,4,7,0xb2d2fd8e
1800.89,1.0,0,1,2,4,7,0xb2d6fe07
1081884.19,3.0,3,4,4,4,12,0xb2d46743d
242289.85,3.0,21,3,4,2,9,0xb2d640b1d
50001.06,2.0,10,2,3,3,8,0xb2d962f9
12506.1,1.0,0,2,2,4,8,0xb2d3abc1
221753.84,2.0,118,3,3,1,7,0xb2d6a66f
500033.67,2.0,23,4,3,2,9,0xb2d6e6d3
705790.76,6.0,0,4,4,4,12,0x3b9af2aa
2.23,1.0,77,1,2,1,4,0xb2d82238
1693760.26,7.0,25,4,4,2,10,0xb2d3bca7
38593.52,1.0,0,2,2,4,8,0xb2d3001ad
714.87,1.0,0,1,2,4,7,0xb2d654cd
948.09,1.0,0,1,2,4,7,0xb2d2b419d
31.7,2.0,60,1,3,2,6,0xb2d51771d
256078.45,4.0,147,3,4,1,8,0xb2d18d1c
340067.32,4.0,24,4,4,2,10,0xb2d063ccd
52007.0,2.0,94,2,3,1,6,0xb2d18463
6340.19,1.0,13,2,2,3,7,0xb2d93a2a
410000.72,3.0,10,4,4,3,11,0xb2d920ab
72.17,1.0,9,1,2,3,6,0xb2d3b49dd
69238.03,1.0,0,3,2,4,9,0xb2d2bcd3
152342.67,2.0,25,3,3,2,8,0xb2d1dafdd
3.95,1.0,47,1,2,2,5,0xb2d38c85d
10378.89,2.0,97,2,3,1,6,0xb2d58d04d
400000.0,2.0,0,4,3,4,11,0xb2da667f
401907.45,4.0,1,4,4,4,12,0xb2d6aeed
290012.77,3.0,151,3,4,1,8,0xb2d59e43
47.25,1.0,5,1,2,3,6,0xb2d956a1
957384.01,3.0,3,4,4,4,12,0xb2d187e4
510003.22,3.0,2,4,4,4,12,0xb2d91061d
29242.23,5.0,0,2,4,4,10,0x3b9b406c
104169.61,2.0,62,3,3,2,8,0xb2d2b9eb
400000.0,3.0,0,4,4,4,12,0xb2d9373d
2716.42,1.0,0,1,2,4,7,0xb2d6b8c6
2002.11,4.0,76,1,4,1,6,0xb2d97620
539858.39,3.0,1,4,4,4,12,0xb2d44242
277029.77,4.0,10,3,4,3,10,0xb2d07098
5.15,1.0,12,1,2,3,6,0xb2d2362b
91148.42,2.0,67,3,3,1,7,0xb2d3a567
135.49,1.0,7,1,2,3,6,0xb2d5cc0f
200027.43,2.0,45,3,3,2,8,0xb2d88bd5
18501.79,1.0,184,2,2,1,5,0xb2d0a05dd
33786.46,2.0,0,2,3,4,9,0xb2d3acbb
40001.05,3.0,186,2,4,1,7,0xb2d78e74d
384823.94,35.0,0,4,4,4,12,0x3b9b0e21
505897.63,2.0,12,4,3,3,10,0xb2d1b9ea
608154.8,5.0,5,4,4,3,11,0xb2d316c5
2275.94,1.0,210,1,2,1,4,0xb2d50538
162568.24,3.0,125,3,4,1,8,0xb2d394d4d
1632.43,1.0,92,1,2,1,4,0xb2d0786dd
10000.64,2.0,20,2,3,2,7,0xb2d9a7e3
10000.21,2.0,8,2,3,3,8,0xb2da4684
15597.61,1.0,5,2,2,3,7,0xb2d18d3e
200000.84,2.0,6,3,3,3,9,0xb2d9b2c0
50068.3,2.0,12,2,3,3,8,0xb2d44934
150043.59,2.0,97,3,3,1,7,0xb2d410c7
102721.8,3.0,4,3,4,4,11,0xb2d2c1afd
20464.71,1.0,2,2,2,4,8,0xb2d650b9d
150950.39,5.0,130,3,4,1,8,0xb2d56ded
1423051.86,10.0,25,4,4,2,10,0xb2d10512d
982081.09,6.0,0,4,4,4,12,0xb2d4cc20
262117.91,5.0,4,3,4,4,11,0xb2d093fd
4.13,4.0,60,1,4,2,7,0xb2d11bc2
392.25,1.0,3,1,2,4,7,0xb2d5da0a
1419017.48,9.0,5,4,4,3,11,0xb2d13bd9
1.58,1.0,51,1,2,2,5,0xb2d8df74
58930.44,1.0,8,3,2,3,8,0xb2d8e941
5360.52,1.0,4,2,2,4,8,0xb2d5bc39
90235.53,4.0,25,3,4,2,9,0xb2d7a8a3d
655010.8,5.0,10,4,4,3,11,0xb2d57112
625093.77,3.0,0,4,4,4,12,0xb2d076bdd
30011.07,2.0,8,2,3,3,8,0xb2d5e15dd
6942.85,1.0,11,2,2,3,7,0xb2d9268f
989.37,1.0,0,1,2,4,7,0xb2d2bd5ad
110069.4,1.0,4,3,2,4,9,0xb2d39c14
100021.34,2.0,20,3,3,2,8,0xb2d48f89d
440319.66,4.0,11,4,4,3,11,0xb2d18b9c
5006.09,1.0,10,2,2,3,7,0xb2d8da63d
100001.06,4.0,24,3,4,2,9,0xb2d105c9d
860006.26,9.0,11,4,4,3,11,0xb2d94b13
243846.49,14.0,2,3,4,4,11,0xb2d0690fd
1026.34,1.0,5,1,2,3,6,0xb2d18d45d
197069.27,2.0,87,3,3,1,7,0xb2d59a07d
6059.08,3.0,184,2,4,1,7,0xb2d094a4
113.65,1.0,9,1,2,3,6,0xb2d6b425
6002.0,1.0,1,2,2,4,8,0xb2d85049d
1029118.58,3.0,33,4,4,2,10,0xb2d58d0d
1143103.54,10.0,216,4,4,1,9,0xb2d0f29d
2253.19,1.0,9,1,2,3,6,0xb2d7c004d
200110.11,2.0,12,3,3,3,9,0xb2da0aad
11678.66,1.0,184,2,2,1,5,0xb2d35f7ed
212086.65,4.0,39,3,4,2,9,0xb2d3c58bd
4736.43,3.0,0,2,4,4,10,0xb2d0b053
362696.85,2.0,12,4,3,3,10,0xb2d17fad
500000.0,2.0,26,4,3,2,9,0xb2d94772d
1050000.14,2.0,172,4,3,1,8,0xb2d415a1
20000.42,2.0,3,2,3,4,9,0xb2d9316fd
5129904.95,4.0,5,4,4,3,11,0xb2d6d9bc
10291.87,1.0,68,2,2,1,5,0xb2d5ea6bd
200041.63,2.0,0,3,3,4,10,0xb2d67d57d
189713.83,8.0,0,3,4,4,11,0xb2d2b55f
1668825.79,4.0,92,4,4,1,9,0xb2d22984
30033.67,2.0,92,2,3,1,6,0xb2d62cf3d
350407.19,14.0,33,4,4,2,10,0xb2d51e20
378.79,1.0,7,1,2,3,6,0xb2d9384d
18012.38,1.0,11,2,2,3,7,0xb2d299b9
48002.39,3.0,41,2,4,2,8,0xb2d5d25f
620.85,1.0,0,1,2,4,7,0xb2d2c31e
1257168.7,8.0,18,4,4,2,10,0xb2d2c27b
770826.67,8.0,21,4,4,2,10,0x3b9b4439
255.14,1.0,10,1,2,3,6,0xb2da23a9
3135498.83,7.0,12,4,4,3,11,0xb2d40c57d
11120.25,2.0,10,2,3,3,8,0xb2d195dbd
11337.15,1.0,21,2,2,2,6,0xb2d965e9
447310.47,4.0,60,4,4,2,10,0xb2d5e53c
20284.21,1.0,49,2,2,2,6,0xb2d65a85
307452.32,4.0,21,4,4,2,10,0xb2d51a40
720002.22,2.0,151,4,3,1,8,0xb2d3d34fd
69.44,1.0,81,1,2,1,4,0xb2d645ecd
305004.41,4.0,11,4,4,3,11,0xb2d5b397
550926.37,3.0,3,4,4,4,12,0xb2d24303
200710.48,2.0,48,3,3,2,8,0xb2d9decb
83973.73,1.0,19,3,2,2,7,0xb2d69695d
9001.63,3.0,15,2,4,3,9,0x3b9b35d0
230.32,1.0,55,1,2,2,5,0xb2d12a83d
1044806.82,3.0,73,4,4,1,9,0xb2d195aa
363355.68,1.0,8,4,2,3,9,0xb2d5a720
1710000.0,15.0,0,4,4,4,12,0xb2d54fc3d
2013.36,2.0,92,1,3,1,5,0xb2d3dfc1d
701427.91,12.0,0,4,4,4,12,0xb2d06b75
630087.71,3.0,1,4,4,4,12,0xb2d2278c
44512.72,1.0,8,2,2,3,7,0xb2d62dd3d
302.99,1.0,92,1,2,1,4,0xb2d27cb1d
1660000.0,14.0,0,4,4,4,12,0xb2d11112
632592.93,8.0,4,4,4,4,12,0xb2d5e930d
1784.15,2.0,0,1,3,4,8,0xb2d09c89
87.97,1.0,24,1,2,2,5,0xb2d162fed
3084.0,2.0,92,2,3,1,6,0xb2d34c14
110002.32,2.0,144,3,3,1,7,0xb2d9082c
51685.37,2.0,4,2,3,4,9,0xb2d5e650
50008.18,2.0,11,2,3,3,8,0xb2d30661
198140.1,3.0,4,3,4,4,11,0xb2d940d2d
906604.96,6.0,0,4,4,4,12,0xb2d41097d
153555.18,1.0,63,3,2,2,7,0xb2d5582d
83176.73,3.0,0,3,4,4,11,0xb2d31599
135551.29,4.0,63,3,4,2,9,0xb2d645fbd
407393.34,8.0,83,4,4,1,9,0xb2d11038
230316.2,1.0,10,3,2,3,8,0xb2d36f31
4209.66,1.0,7,2,2,3,7,0xb2d6ea13
100080.89,3.0,38,3,4,2,9,0xb2d5ece1d
502306.78,3.0,55,4,4,2,10,0x3b9b2f90d
84004.3,4.0,98,3,4,1,8,0xb2d3caa3
57.55,1.0,0,1,2,4,7,0xb2d8ec13
11.95,1.0,53,1,2,2,5,0xb2d5db88
6873.51,1.0,0,2,2,4,8,0xb2d99707
61158.12,3.0,3,3,4,4,11,0xb2d64f21
150007.92,2.0,13,3,3,3,9,0xb2d95a7c
12187.97,1.0,15,2,2,3,7,0xb2d93d7b
1186728.57,5.0,0,4,4,4,12,0x3b9af3e2
3913.25,1.0,184,2,2,1,5,0xb2d2c822d
55846.63,6.0,0,3,4,4,11,0xb2d44a99
652.92,1.0,11,1,2,3,6,0xb2d2529e
620021.03,6.0,6,4,4,3,11,0xb2d473ae
34444.53,1.0,21,2,2,2,6,0xb2d6a05cd
1007420.67,2.0,0,4,3,4,11,0xb2d98e9e
510000.13,3.0,16,4,4,2,10,0xb2d6ef54d
37.38,1.0,12,1,2,3,6,0xb2d06950
282172.98,5.0,1,3,4,4,11,0xb2d0977f
251678.15,3.0,0,3,4,4,11,0xb2d1522cd
27021.04,2.0,21,2,3,2,7,0xb2d6afbdd
5242.74,1.0,0,2,2,4,8,0xb2d7c7c7
20912.76,1.0,12,2,2,3,7,0xb2d6ca13d
80000.84,2.0,60,3,3,2,8,0xb2d9bf2a
2568.21,1.0,1,1,2,4,7,0xb2d18857
70000.7,3.0,67,3,4,1,8,0xb2d5f403
51685.85,3.0,0,2,4,4,10,0x3b9b3cc7
480192.87,2.0,147,4,3,1,8,0xb2d3b307d
2620101.0,103.0,1,4,4,4,12,0xb2d170a6d
600099.52,4.0,13,4,4,3,11,0xb2d6076d
1070.21,1.0,92,1,2,1,4,0xb2d29353d
40000.45,1.0,1,2,2,4,8,0xb2d9cc23
51335.99,2.0,143,2,3,1,6,0xb2d2a38f
126.26,3.0,28,1,4,2,7,0xb2d51b8c
1.28,1.0,61,1,2,2,5,0xb2d8eeadd
1603.98,1.0,184,1,2,1,4,0xb2d1e7b8
7632.37,1.0,4,2,2,4,8,0xb2d9b2b7
200711.64,2.0,27,3,3,2,8,0xb2d219e5
9622.04,1.0,0,2,2,4,8,0xb2d24f96
90000.95,6.0,62,3,4,2,9,0xb2d4760b
428166.68,7.0,10,4,4,3,11,0xb2d3fa58d
35872.75,1.0,3,2,2,4,8,0xb2d95090
400052.26,3.0,20,4,4,2,10,0xb2d6e7fa
200711.06,2.0,22,3,3,2,8,0xb2d40a11
552486.77,3.0,2,4,4,4,12,0xb2d9b5be
1005247.11,2.0,0,4,3,4,11,0xb2d8ffc0
80117.74,4.0,18,3,4,2,9,0xb2d3823c
1818104.54,7.0,14,4,4,3,11,0xb2d16e81
580043.97,3.0,19,4,4,2,10,0xb2d6e87f
200004.22,2.0,18,3,3,2,8,0xb2d9557bd
1041.34,1.0,92,1,2,1,4,0xb2d5a975d
100149.09,3.0,153,3,4,1,8,0xb2d0ab22d
70000.0,4.0,0,3,4,4,11,0xb2d6139dd
18300.85,2.0,27,2,3,2,7,0xb2d6587b
613163.23,5.0,4,4,4,4,12,0xb2d1dcc9d
0.0,1.0,9,1,2,3,6,0xb2d3a817
1084.87,1.0,92,1,2,1,4,0xb2d29e34d
10948.14,1.0,92,2,2,1,5,0xb2d22f81d
575932.02,3.0,75,4,4,1,9,0xb2d6c9bcd
6.26,2.0,88,1,3,1,5,0xb2d88a29
440004.35,4.0,24,4,4,2,10,0xb2d92188
165000.0,8.0,3,3,4,4,11,0xb2d592c2d
12142.98,1.0,3,2,2,4,8,0xb2d2d0a7
3000.99,1.0,92,2,2,1,5,0x3b9adc0b
10000.81,2.0,119,2,3,1,6,0xb2d5eff5
12001.04,1.0,14,2,2,3,7,0xb2d92171d
270763.59,10.0,10,3,4,3,10,0xb2d69c66
10809.7,1.0,10,2,2,3,7,0xb2d13f3dd
350002.91,7.0,42,4,4,2,10,0xb2d0a5f8
338.82,1.0,10,1,2,3,6,0xb2d94162
20125.65,1.0,1,2,2,4,8,0xb2d2f150d
354.74,1.0,3,1,2,4,7,0xb2d596e5
190440.36,2.0,239,3,3,1,7,0xb2d24e00d
52003.29,2.0,184,2,3,1,6,0xb2d2767f
70000.0,2.0,0,3,3,4,10,0xb2d61cacd
267265.22,7.0,0,3,4,4,11,0xb2d33400
60081.06,2.0,62,3,3,2,8,0xb2d68958d
35020.78,2.0,21,2,3,2,7,0xb2d168a2
50159.48,2.0,83,2,3,1,6,0xb2d25ee8
1125.48,1.0,92,1,2,1,4,0xb2d2017cd
2395.07,1.0,0,1,2,4,7,0xb2d786ac
502223.82,2.0,13,4,3,3,10,0xb2d6ce89
14408.15,1.0,184,2,2,1,5,0xb2d16686
8099.13,1.0,10,2,2,3,7,0xb2d2c5ce
2.74,1.0,24,1,2,2,5,0xb2d34357d
0.0,1.0,3,1,2,4,7,0xb2d94c06
17155.85,1.0,1,2,2,4,8,0xb2d2f5ba
103.58,1.0,74,1,2,1,4,0xb2d58968d
40330.82,3.0,41,2,4,2,8,0xb2d6d0f6
350060.27,4.0,0,4,4,4,12,0xb2d9f9a2
572.33,1.0,9,1,2,3,6,0xb2d24d9cd
2.73,1.0,25,1,2,2,5,0xb2d31df9
473.51,1.0,1,1,2,4,7,0xb2d2ffb9d
84.37,1.0,18,1,2,2,5,0xb2d31ac2d
27684.87,1.0,0,2,2,4,8,0xb2d88d9b
398088.37,5.0,0,4,4,4,12,0xb2d55bce
11078.21,1.0,202,2,2,1,5,0xb2d36b74d
51344.73,2.0,1,2,3,4,9,0xb2d53fc7
600004.52,5.0,59,4,4,2,10,0xb2d47d6cd
2016.04,1.0,92,1,2,1,4,0xb2d5a802
200221.06,2.0,7,3,3,3,9,0xb2d8d3b0d
403550.29,3.0,4,4,4,4,12,0xb2d69ae9d
688554.03,6.0,32,4,4,2,10,0xb2d65443
2325000.0,17.0,3,4,4,4,12,0xb2d26f66
25667.0,1.0,26,2,2,2,6,0xb2d13476d
20.46,1.0,32,1,2,2,5,0xb2d9f2dc
30001.27,2.0,92,2,3,1,6,0xb2d66a3dd
80142.55,3.0,4,3,4,4,11,0xb2d5dc12d
200147.82,2.0,15,3,3,3,9,0xb2d12444d
4423.1,1.0,13,2,2,3,7,0xb2d912cd
351243.97,2.0,30,4,3,2,9,0xb2d93f19
551.03,1.0,18,1,2,2,5,0xb2d12cca
596195.65,2.0,11,4,3,3,10,0xb2d534b2d
290007.92,7.0,14,3,4,3,10,0xb2d9d4bd
920006.73,5.0,2,4,4,4,12,0xb2d8a43dd
11632.38,1.0,80,2,2,1,5,0xb2d60c58d
20.58,1.0,12,1,2,3,6,0xb2d9f9b9
1761.9,1.0,92,1,2,1,4,0xb2d22d0cd
9850.54,1.0,163,2,2,1,5,0xb2d3dc32
500000.68,3.0,25,4,4,2,10,0xb2d7833c
31.35,2.0,15,1,3,3,7,0x3b9b3d41d
1142.54,2.0,92,1,3,1,5,0xb2d08efad
1523.79,1.0,146,1,2,1,4,0xb2d2e3b3
1334030.23,6.0,14,4,4,3,11,0xb2d3bc59
503552.57,2.0,36,4,3,2,9,0xb2d8f5b3d
1768.12,1.0,68,1,2,1,4,0xb2d8ee22
2805.13,1.0,0,1,2,4,7,0xb2d65034d
88498.6,3.0,92,3,4,1,8,0xb2d0b524
498775.59,3.0,12,4,4,3,11,0xb2d9e74e
500013.75,9.0,34,4,4,2,10,0xb2d5f9a8
600000.0,4.0,86,4,4,1,9,0xb2d77425
5200.68,4.0,5,2,4,3,9,0xb2d39651d
2007277.53,3.0,32,4,4,2,10,0xb2d2050d
602814.29,2.0,0,4,3,4,11,0xb2d339a6d
500403.92,2.0,26,4,3,2,9,0xb2d2016d
20671.13,1.0,0,2,2,4,8,0xb2d6e304
280002.11,6.0,97,3,4,1,8,0xb2d5abe1
595119.28,3.0,200,4,4,1,9,0xb2d65b43
3634.71,1.0,69,2,2,1,5,0xb2d568b9d
2816.28,1.0,81,1,2,1,4,0xb2d09c9c
1050737.51,6.0,36,4,4,2,10,0xb2d96adf
4280.24,1.0,305,2,2,1,5,0xb2d24dbcd
200063.81,2.0,130,3,3,1,7,0xb2d1ac43d
1320091.21,8.0,3,4,4,4,12,0xb2d681e4
414303.67,3.0,0,4,4,4,12,0xb2d290e1d
42581.19,3.0,1,2,4,4,10,0x3b9b4686
87.91,1.0,133,1,2,1,4,0xb2d91e41d
340911.08,5.0,22,4,4,2,10,0xb2d2d28a
630115.8,3.0,62,4,4,2,10,0xb2d3e54b
1285.39,1.0,278,1,2,1,4,0xb2d0efbed
2920.17,1.0,0,2,2,4,8,0xb2d17528
66.77,1.0,73,1,2,1,4,0xb2d32a0d
1150003.7,7.0,6,4,4,3,11,0xb2d633ef
8495.87,1.0,8,2,2,3,7,0xb2d3f2bcd
800000.0,5.0,4,4,4,4,12,0xb2d92125d
471000.45,8.0,1,4,4,4,12,0xb2d0d095
9200.25,2.0,92,2,3,1,6,0xb2d65877d
340095.75,4.0,11,4,4,3,11,0xb2d1ac3ad
348.34,1.0,23,1,2,2,5,0xb2d320f5d
246614.17,2.0,87,3,3,1,7,0xb2d14e6c
1000065.34,2.0,21,4,3,2,9,0xb2d6e7b4
1875.83,1.0,256,1,2,1,4,0xb2d2f08b
90.75,3.0,54,1,4,2,7,0xb2d3d247d
360504.53,3.0,215,4,4,1,9,0xb2d38df7
1192.41,1.0,92,1,2,1,4,0xb2d1d712
4.89,1.0,0,1,2,4,7,0xb2d9138d
11856.09,1.0,24,2,2,2,6,0xb2d92011d
117620.52,6.0,6,3,4,3,10,0xb2d4382d
2125.95,1.0,92,1,2,1,4,0xb2d2fac7
250000.0,2.0,13,3,3,3,9,0xb2da406b
20183.68,1.0,15,2,2,3,7,0xb2d95eb6d
628.06,1.0,15,1,2,3,6,0xb2d2c945
2121.54,1.0,184,1,2,1,4,0xb2d12603d
270000.0,2.0,18,3,3,2,8,0xb2d959d0d
50205.67,3.0,111,2,4,1,7,0xb2d68940
49.22,5.0,6,1,4,3,8,0xb2d52279
500496.7,2.0,224,4,3,1,8,0xb2d15420
200025.9,2.0,12,3,3,3,9,0xb2d95d55
1283.62,1.0,0,1,2,4,7,0xb2d2e2b8d
442325.03,5.0,30,4,4,2,10,0xb2d3cf59
2433.23,1.0,0,1,2,4,7,0xb2d3e856
21307.84,1.0,0,2,2,4,8,0xb2d34084
52476.97,2.0,119,3,3,1,7,0xb2d1f58b
60128.85,3.0,39,3,4,2,9,0x3b9b2b44
300027.96,3.0,25,3,4,2,9,0xb2d88bd5d
681377.74,7.0,25,4,4,2,10,0xb2d3a566d
161.06,1.0,0,1,2,4,7,0xb2d68fe9d
